currentPath,proposedDomain,proposedPath,runtimeConsumerCount,testConsumerCount,tablesReferenced,serverOnly,mutationBearing,duplicateOf,deletionReason,migrationRisk,proposeReason
src/lib/workforce-os/WORKFORCE_CLINICAL_INTEGRATION_MAP.ts,shared,src/lib/team/shared/WORKFORCE_CLINICAL_INTEGRATION_MAP.ts,0,0,,false,false,,,low,clinical integration registry
src/lib/workforce-os/clinicalStaffingStatusDisplay.test.ts,roster,src/lib/team/roster/clinicalStaffingStatusDisplay.test.ts,0,0,,false,false,,,low,roster/ops scheduling
src/lib/workforce-os/clinicalStaffingStatusDisplay.ts,roster,src/lib/team/roster/clinicalStaffingStatusDisplay.ts,3,0,,false,false,,,medium,roster/ops scheduling
src/lib/workforce-os/clinicalStaffingSummary.types.ts,roster,src/lib/team/roster/clinicalStaffingSummary.types.ts,14,0,,false,false,,,high,roster/ops scheduling
src/lib/workforce-os/hrReadPathSync.test.ts,shared,src/lib/team/shared/hrReadPathSync.test.ts,0,0,,false,false,,,low,nav/sync integration test
src/lib/workforce-os/hrReconciliation.server.ts,identity,src/lib/team/identity/hrReconciliation.server.ts,1,0,fi_staff_members,true,true,,,high,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/hrReconciliationCandidateCore.test.ts,identity,src/lib/team/identity/hrReconciliationCandidateCore.test.ts,0,0,,false,false,,,low,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/hrReconciliationCandidateCore.ts,identity,src/lib/team/identity/hrReconciliationCandidateCore.ts,1,0,,false,false,,,low,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/hrReconciliationCandidateLoader.server.ts,identity,src/lib/team/identity/hrReconciliationCandidateLoader.server.ts,0,0,,true,false,,,medium,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/hrReconciliationEligibleCore.test.ts,identity,src/lib/team/identity/hrReconciliationEligibleCore.test.ts,0,0,,false,false,,,low,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/hrReconciliationEligibleCore.ts,identity,src/lib/team/identity/hrReconciliationEligibleCore.ts,3,0,,false,false,,,medium,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/hrReconciliationFilter.test.ts,identity,src/lib/team/identity/hrReconciliationFilter.test.ts,0,0,,false,false,,,low,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/hrReconciliationFilterCore.ts,identity,src/lib/team/identity/hrReconciliationFilterCore.ts,0,0,,false,false,,,low,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/iiohrStaffHrLinkReconciliation.server.ts,identity,src/lib/team/identity/iiohrStaffHrLinkReconciliation.server.ts,0,1,fi_staff_members,true,true,,,high,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/iiohrStaffHrLinkReconciliation.test.ts,identity,src/lib/team/identity/iiohrStaffHrLinkReconciliation.test.ts,0,0,fi_staff_members,false,false,,,low,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/iiohrStaffHrLinkReconciliationCore.ts,identity,src/lib/team/identity/iiohrStaffHrLinkReconciliationCore.ts,4,0,,false,false,,,medium,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/iiohrStaffHrLinkReconciliationTypes.ts,identity,src/lib/team/identity/iiohrStaffHrLinkReconciliationTypes.ts,7,2,,false,false,,,medium,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/nexusFiStaffBridge.server.ts,identity,src/lib/team/identity/nexusFiStaffBridge.server.ts,0,0,fi_staff,true,false,,,medium,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/projectionHealth.server.ts,identity,src/lib/team/identity/projectionHealth.server.ts,1,0,fi_staff_members,true,true,,,high,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/projectionHealthCore.test.ts,identity,src/lib/team/identity/projectionHealthCore.test.ts,0,0,fi_staff,false,false,,,low,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/projectionHealthCore.ts,identity,src/lib/team/identity/projectionHealthCore.ts,3,0,,false,false,,,medium,identity/lifecycle/readiness/reconciliation
src/lib/workforce-os/resolveCurrentTenantFiUserId.server.ts,shared,src/lib/team/shared/resolveCurrentTenantFiUserId.server.ts,0,0,,true,false,,,medium,tenant/actor resolution shared by roster+mutations
src/lib/workforce-os/resolveWorkforceActorFiUserId.server.test.ts,shared,src/lib/team/shared/resolveWorkforceActorFiUserId.server.test.ts,0,0,,false,false,,,low,tenant/actor resolution shared by roster+mutations
src/lib/workforce-os/resolveWorkforceActorFiUserId.server.ts,shared,src/lib/team/shared/resolveWorkforceActorFiUserId.server.ts,3,0,,true,false,,,medium,tenant/actor resolution shared by roster+mutations
src/lib/workforce-os/rosterCommandCentrePageLoader.server.ts,roster,src/lib/team/roster/rosterCommandCentrePageLoader.server.ts,0,1,,true,false,,,medium,roster command centre (ops surface)
src/lib/workforce-os/rosterCommandCentrePageLoader.types.ts,roster,src/lib/team/roster/rosterCommandCentrePageLoader.types.ts,0,0,,false,false,,,low,roster command centre (ops surface)
src/lib/workforce-os/rosterCommandCentreUxCore.test.ts,roster,src/lib/team/roster/rosterCommandCentreUxCore.test.ts,0,0,,false,false,,,low,roster command centre (ops surface)
src/lib/workforce-os/rosterCommandCentreUxCore.ts,roster,src/lib/team/roster/rosterCommandCentreUxCore.ts,2,0,,false,false,,,high,roster command centre (ops surface)
src/lib/workforce-os/rosterEligibleStaff.server.ts,roster,src/lib/team/roster/rosterEligibleStaff.server.ts,1,0,,true,false,,,medium,roster/ops scheduling
src/lib/workforce-os/rosterEligibleStaff.test.ts,roster,src/lib/team/roster/rosterEligibleStaff.test.ts,0,0,fi_staff,false,false,,,low,roster/ops scheduling
src/lib/workforce-os/rosterEligibleStaffCore.ts,roster,src/lib/team/roster/rosterEligibleStaffCore.ts,4,0,,false,false,,,medium,roster/ops scheduling
src/lib/workforce-os/rosterGeneration.server.ts,roster,src/lib/team/roster/rosterGeneration.server.ts,0,3,,true,true,,,high,roster/ops scheduling
src/lib/workforce-os/rosterGeneration.test.ts,roster,src/lib/team/roster/rosterGeneration.test.ts,0,0,,false,false,,,low,roster/ops scheduling
src/lib/workforce-os/rosterGenerationCore.ts,roster,src/lib/team/roster/rosterGenerationCore.ts,2,5,,false,false,,,low,roster/ops scheduling
